state,loc,description,url,refs
"Portland, Oregon",June 13–14,"On May 30, TriMet paused bus and MAX Light Rail service to and from downtown and the Rose Quarter after the demonstrations started.[66] The following day, the agency stopped bus, MAX, and Portland Streetcar[67] service starting at 3:30 pm, and said in a statement: ""Our hearts at TriMet are heavy following the violence that damaged our city overnight, along with the emotions that are so raw here and across the nation. While TriMet appreciates the First Amendment right to protest, we hope that it is done without violence or vandalism.""[66] The Oregon Department of Transportation (ODOT) blocked the interchanges into the city along I-5, I-84, I-405, and U.S. Route 26.[29][68] Willamette Week's Matthew Singer said ODOT's move was ""without precedent in recent memory"".[67] Motorized scooter services (including Lime and Spin) were temporarily suspended in select parts of Northwest and Southwest Portland, the Central Eastside, and the Lloyd District.[67]","https://en.wikipedia.org/wiki/George_Floyd_protests_in_Portland,_Oregon",https://katu.com/news/local/trimet-to-adjust-service-based-on-portland-protests?fbclid=IwAR3oUZCbkVT-UsciVoZoJO1GhcGhb9zHBPaHbEQl67j_xVct_kW6CPBz5jI	https://www.wweek.com/news/2020/05/31/portland-temporarily-bans-e-scooters-because-of-the-citywide-curfew/	https://katu.com/news/local/trimet-to-adjust-service-based-on-portland-protests?fbclid=IwAR3oUZCbkVT-UsciVoZoJO1GhcGhb9zHBPaHbEQl67j_xVct_kW6CPBz5jI	https://www.koin.com/local/multnomah-county/portland-protesters-civil-disturbance-day-3-george-floyd-05312020/	https://pamplinmedia.com/pt/9-news/468628-379493-portland-freeway-exits-trimet-service-shuts-downtown-	https://www.wweek.com/news/2020/05/31/portland-temporarily-bans-e-scooters-because-of-the-citywide-curfew/	https://www.wweek.com/news/2020/05/31/portland-temporarily-bans-e-scooters-because-of-the-citywide-curfew/
"Portland, Oregon",June 15–16,"On June 1, Gov. Kate Brown activated 50 National Guard and 100 state police troopers. Wheeler extended the same curfew for a third night.[31][32] Billy J. Williams, United States Attorney for the District of Oregon, said at a press conference: ""What I saw at the Justice Center ... was sickening. This has to stop and in order for that to happen in the city of Portland, we need help. We need bodies, we need more numbers to do something to stop this ridiculous violence. This just cannot keep up.""[69]","https://en.wikipedia.org/wiki/George_Floyd_protests_in_Portland,_Oregon",https://www.kgw.com/article/news/local/portland-mayor-wheeler-on-george-floyd-protests/283-d7287702-6ebd-47be-a2b5-699e08ed803e	https://www.oregonlive.com/portland/2020/06/portlanders-converge-again-monday-to-protest-death-of-george-floyd-in-minneapolis-police-custody.html	https://www.theskanner.com/news/northwest/30044-more-arrests-in-portland-as-george-floyd-protests-continue
"Portland, Oregon",June 17–18,"The city's curfew was lifted on June 2.[35][70] Elected officeholders (including Wheeler, Williams, Multnomah County District Attorney Rod Underhill, and Multnomah County Sheriff Mike Reese), law enforcement officials, and black demonstrators and community leaders met for the first time.[71][72] The Hawthorne Bridge's west-bound lanes were closed for security purposes on the evening of June 2.[36] Resch said, ""I want to recognize the thousands of demonstrators who came downtown in a peaceful manner and exercised their First Amendment rights. There are many thousands of you who are not involved in the violence and destruction and I thank you. I still hear your message and I know the others who are engaging in criminal acts do not represent you.""[39]","https://en.wikipedia.org/wiki/George_Floyd_protests_in_Portland,_Oregon",https://www.kgw.com/article/news/local/protests/portland-george-floyd-protests-june-2-fifth-night/283-2e6bb60c-e976-4efb-ae8b-148b634590d6	https://www.kgw.com/article/news/local/protests/portland-mayor-ted-wheeler-speaks-after-fourth-day-of-protests/283-e656a7ee-b035-469d-ade6-e664f29255ef	https://www.oregonlive.com/crime/2020/06/request-via-protest-megaphone-leads-to-meeting-with-portland-police-chief-other-top-law-enforcement.html	https://katu.com/news/local/elected-officials-law-enforcement-meet-with-portland-demonstrators	https://www.oregonlive.com/portland/2020/06/6th-night-of-protests-over-george-floyd-killing-underway-in-downtown-se-portland-live-updates.html	https://www.kgw.com/article/news/local/protests/portland-george-floyd-protests-june-2-fifth-night/283-2e6bb60c-e976-4efb-ae8b-148b634590d6
"Portland, Oregon",Organizers,"The Oregon Convention Center's (OCC) spires were illuminated yellow as a ""beacon of hope for our suffering and silenced communities of color"". Metro, which operates the venue, said, ""Our venues are located in areas with deep legacies of racial injustices and we support peaceful demonstrations to stand together to dismantle systemic racism and hatred."" Additionally, the OCC's executive director said the venue ""is an economic driver for our state and the spires have become as much of a staple in the skyline at the White Stag on Burnside. We will continue to shine bright in community solidarity, providing a beacon of hope for Oregonians.""[73]","https://en.wikipedia.org/wiki/George_Floyd_protests_in_Portland,_Oregon",https://www.kptv.com/news/oregon-convention-center-spires-shining-yellow-as-beacon-of-hope-in-portland-skyline/article_68786358-a5ea-11ea-8ffb-cfda2c3156b6.html
"Portland, Oregon",Responses,"On June 5, Wheeler pledged to ""limit the ways police respond"" by restricting use of sonic weapons and tear gas ""if police had a viable alternative"".[45][74] He tweeted: ""Effective immediately, I have directed @Portlandpolice to use LRAD only to share information and not as a sonic warning tone function.""[75][76] On June 8, Resch announced she would be stepping down; Resch was replaced by Chuck Lovell.[77][78] On June 17, City Council reduced the police bureau's budget by about $16 million, or six percent.[79]","https://en.wikipedia.org/wiki/George_Floyd_protests_in_Portland,_Oregon",https://www.oregonlive.com/portland/2020/06/portland-protests-against-police-brutality-continue-friday-live-updates.html	https://www.usnews.com/news/best-states/oregon/articles/2020-06-05/thousands-march-peacefully-for-7th-night-in-portland	https://www.oregonlive.com/portland/2020/06/portlands-mayor-bars-portland-police-use-of-sonic-sound-boom-as-crowd-control-device-comes-under-scrutiny.html	https://twitter.com/tedwheeler/status/1269076599007145984	https://www.opb.org/news/article/portland-oregon-police-chief-jami-resch-steps-down-protests/	https://www.usatoday.com/story/news/nation/2020/06/08/george-floyd-protests-portland-police-chief-steps-down-after-6-months/5324070002/
"Portland, Oregon",Government,"Rev. Mondainé of Portland's NAACP chapter spoke against looting and vandalism.[80] Some restaurant owners expressed support for the protesters via social media and by contributing to organizations working to assist people of color and combat police brutality, among other causes. Le Pigeon sustained damage during the demonstrations; owner Gabriel Rucker said, ""To the person that smashed my window last night I hear you and I hope you find a voice that screams louder than broken glass. To the person who broke my window last night I love you and if you were hungry I would cook you a meal.""[81]","https://en.wikipedia.org/wiki/George_Floyd_protests_in_Portland,_Oregon",https://www.kgw.com/article/news/local/its-about-time-you-stood-up-for-us-black-community-in-portland-weighs-in-on-unrest-transpiring/283-e5ac7ed5-0851-4009-a412-9a020c43d5b8	https://pdx.eater.com/2020/6/1/21277119/portland-restaurants-solidarity-protesters-black-lives-matter
"Portland, Oregon",Community,"The Portland Committee on Community-Engaged Policing organized a Zoom conference. More than 320 people participated, and committee members passed a resolution asking elected and law officials to ""stand against white supremacy and police violence"". Furthermore, the resolution says, ""We must do more than make symbolic statements against racism. We must change the outcomes of policing, reducing incidents of violence, and the targeting of communities of color and other marginalized groups.""[82] On June 1, the organization SOLVE organized a volunteer cleanup effort in downtown in collaboration with local businesses.[83] Hundreds of volunteers filled approximately 150 trash bags, while social distancing because of the COVID-19 pandemic.[84]","https://en.wikipedia.org/wiki/George_Floyd_protests_in_Portland,_Oregon",https://www.oregonlive.com/crime/2020/06/portland-community-listening-session-draws-more-than-320-participants-in-wake-of-george-floyds-death.html	https://www.kptv.com/news/volunteers-meeting-in-downtown-portland-on-tuesday-morning-to-clean-up-after-protests/article_a46b82b8-a460-11ea-af37-93681a05c97c.html	https://katu.com/news/local/hundreds-volunteer-to-clean-up-portland-after-4-days-of-protests?fbclid=IwAR1Ws2CMQaUZFDko4X_rKsE4qXgAy3U16QM2ZYdV9pJsaFDvxfcx9VWlNfU
Oregon,Albany,"1,000 peaceful protesters lined Ellsworth Street in Downtown Albany on June 2, calling for racial justice. After 2 hours the group moved to city hall where they knelt for 9 minutes of silence in memory of George Floyd.[3]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://democratherald.com/news/local/albany-racial-injustice-protest-draws-1-000/article_d2abff40-8875-5dbe-8ed2-0d8bbce6f44d.html
Oregon,Ashland,"Hundreds gathered for two different protests on May 31, one starting at Lithia Park, the other at Ashland Plaza. The two groups eventually merged marching in downtown Ashland.[4][5]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://www.kdrv.com/content/news/Two-different-protests-are-scheduled-in-Ashland-on-Sunday-570906261.html	https://www.kdrv.com/content/news/Protesters-fill-the-streets-of-Downtown-Ashland-570912281.html
Oregon,Astoria,"A small group protested in front of the Post Office on May 29. On May 31, another protest was held in front of the Maritime Museum where George Floyd protesters were met with a counter protest.[6][7] A 16-year-old high school student from Warrenton organized a protest that drew about fifty people in front of the Astorial post office on Thursday, June 4.[8] 
On June 6 over four hundred people marched the across town and back to the Post Office, confronting a counter protest led by the want-to-be celebrity activist Haley Adams. The protestors outnumbered the counter protesters by over three hundred people.",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://www.dailyastorian.com/news/local/photo-standing-for-justice/article_7beedc6c-a20e-11ea-8940-2b8383d1f2c9.html	https://www.dailyastorian.com/news/local/photo-demonstration-for-george/article_f0bebaa6-a3a0-11ea-afed-eb5b3f197048.html	https://www.oregonlive.com/news/2020/06/oregonians-rally-statewide-in-support-of-black-lives-matter-movement.html
Oregon,Beaverton,"On June 5, hundreds of people marched from Sunset High School to the Nike World Headquarters in Beaverton, in an event led by the school's Black Student Union.[9]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://www.kptv.com/news/rain-no-problem-for-hundreds-of-students-marching-against-racism-in-beaverton/article_92bb5598-a78f-11ea-b77f-a70e0847b75e.html
Oregon,Bend,Hundreds attended a Justice for George Floyd rally in downtown Bend.[10],https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://ktvz.com/videos/local-videos/2020/05/30/hundreds-gather-in-bend-to-protest-george-floyds-deateh/
Oregon,Brookings,About 50 people gathered to honor the memory of George Floyd on June 2.[13],https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://www.currypilot.com/news/peaceful-demonstration-in-support-of-george-floyd-in-brookings-tuesday/article_a0a651e2-a525-11ea-a993-dff5953fe2b6.html
Oregon,Burns,At least 10 people gathered on a corner in downtown Burns with signs of support for George Floyd and the Black Lives Matter movement.[14][better source needed],https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://twitter.com/savvybones/status/1268550237066596356
Oregon,Corvallis,"Protestors gathered around city hall with signs in support and recognition of the Black Lives Matter movement, flashing the signs toward passing vehicles. Many drivers honked their horns and shook their fists as an act of solidarity for the group. Activists could be seen chanting around the sidewalks of downtown Corvallis, eventually making their way to the local police station. Most chants were designed to remember the memory of George Floyd and highlight the perceived racial inequities seen throughout the country. The protest was entirely peaceful in its nature, taking place over the course of two hours and involved around 50 protestors. There were few signs of involvement from law enforcement throughout the protest, limited to a single sheriff's vehicle driving past the crowd.[15] On May 31, about 2000 people chanted ""No Justice, No Peace"" outside the Benton County Courthouse. American Sign Language interpreters translated the passionate speeches.[16]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,http://www.orangemedianetwork.com/daily_barometer/corvallis-community-protests-police-brutality-supports-black-lives-matter-movement/article_92184038-a2fd-11ea-b821-0bb4a3490396.html	https://democratherald.com/news/local/a-peaceful-demonstration-in-corvallis/article_1f74d236-822f-5fae-9c0f-d5d107539eca.html
Oregon,Eugene,"A crowd of 200[17] to 300 people gathered on May 29 to protest downtown. Some protesters disrupted traffic and knocked trash and newsstands into the street in the downtown. Rioters crowded on to Highway I-105 and began setting fire to a nearby road sign. That night, fires were set and windows were smashed. Around 11 p.m., they created a bonfire in the street, consisting of throwing in traffic cones, newspapers, signs from local businesses, and other items.[18] No arrests were made.[19] Protests in Eugene continued for ten straight days, as of June 7.[20] A protest on June 5 drew about 300 people.[8]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://www.opb.org/news/article/george-floyd-protest-eugene-oregon-vigil-turns-to-looting-vandalism/	https://kval.com/news/local/people-march-chant-in-streets-of-downtown-eugene-to-protest-george-floyd-death	https://www.registerguard.com/news/20200530/crowd-protests-sets-fires-vandalizes-businesses-in--eugene	https://www.kezi.com/content/news/10th-day-of-protesting-begins-as-crowd-gathers-in-downtown-Eugene-571085981.html	https://www.oregonlive.com/news/2020/06/oregonians-rally-statewide-in-support-of-black-lives-matter-movement.html
Oregon,Forest Grove,300 assembled beneath the large flag pole located between Maple and Laurel Streets on June 2 to protest police brutality against Blacks.[24],https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://www.bankspost.com/posts/437/hundreds-gather-in-forest-grove-to-protest-police-brutality-against-black-americans
Oregon,Grants Pass,"300 to 500 protesters gathered in front of the Josephine County Court House to protest the killing of George Floyd on June 2. Across the street a group of 50, some armed, stood in front of the Josephine County Republican Headquarters.[25]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://ktvl.com/news/local/hundreds-protest-killing-of-george-floyd-in-grants-pass
Oregon,Happy Valley,"On June 3, more than 100 protesters marched from Clackamas High School to Happy Valley City Hall.[26]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://twitter.com/photocorry/status/1268348525403750400
Oregon,Hermiston,"On June 1, about 60 protesters stood on an intersection, holding signs reading “Black Lives Matter”, “No Justice, No Peace”, “All lives don’t matter until black lives matter”, and other messages.[27]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://www.hermistonherald.com/news/local/protests-over-george-floyds-death-spread-to-hermiston-and-pendleton/article_69ad2d9a-e4a0-59c5-980b-216e4ba3988e.html
Oregon,Hillsboro,Approximately 400 people assembled in the plaza at the Hillsboro Civic Center on June 5 to protest police brutality.[28],https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://pamplinmedia.com/pt/9-news/469452-380012-hillsboro-protesters-demand-police-reform-officials-listen
Oregon,Klamath Falls,"200 gathered at Sugarman's Corner on the night of May 31 to protest the killing of George Floyd. Across the street hundreds of armed anti-antifa counter protesters gathered. Rumors had circulated on local social media that out of town antifa buses loaded with bricks would arrive that night. This included a message screenshot from Oregon Air National Guard 173rd Fighter Wing Commander Col. Jeff Edwards which stated """"Team Kingsley, for your safety I ask you to please avoid the downtown area this evening. We received an alert that there may be 2 busloads of ANTIFA protesters en route to Klamath Falls and arriving in downtown around 2030 tonight."" The busloads of antfia never did arrive. Police stood in the street to keep the two groups, one chanting ""George Floyd"" and the other chanting ""USA"" and ""Go Home"", separated. Police only made a single citation. Dozens continued to gather and protest Floyd's death every night at Sugrman's Corner.[29]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://www.nbcnews.com/tech/social-media/klamath-falls-oregon-victory-declared-over-antifa-which-never-showed-n1226681
Oregon,La Grande,"A group of 20 gathered in front City Hall on Saturday, May 31, lead by an 11-year-old who ""wanted to bring home the fight for racial equality.[30]
Following her lead, about five hundred people gathered in front of the City Hall and Library on Tuesday, June 2nd.[31]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://www.lagrandeobserver.com/coronavirus/la-grande-girl-organizes-protest-for-racial-equality/article_11c0e080-a428-11ea-bd37-9b519a2c7b28.html	https://www.lagrandeobserver.com/news/local/hundreds-protest-in-la-grande/article_9827fa2c-a5d7-11ea-9123-7ba0d0943cb8.html
Oregon,Lebanon,"Hundreds demonstrated in Lebanon, Oregon on the weekend of June 13.[11][32]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,
Oregon,Lincoln City,A George Floyd vigil was held along US Highway 101 at D River State Park on June 1.[33],https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://www.thenewsguard.com/news/photos-videos-local-residents-organize-vigil-for-george-floyd/article_e17f84d2-a4f2-11ea-811d-273656be78fa.html
Oregon,Medford,"More than 1000 protesters marched through the streets of Medford, on June 1, with some demonstrators lying in the street for 9 minutes to honor George Floyd.[34][35] Phoenix, Oregon's Mayor Chris Luz drove his yellow maid-cleaning service close to protesters, then got into a heated confrontation with protesters and a legal observer. A protester brought it up in a Phoenix commissioners meeting on June 15, and city councilor Sarah Westover said ""I can’t believe the actions that you took, nudging teenagers with your car, intimidating, and threatening them for expressing their opinions. I think this is unacceptable behavior, and I want to call on the mayor to resign tonight."" Another councilor asked Luz to apologize, he didn't reply. The Medford police opened in investigation into the mayor's actions. Armed militia members were standing outside the commissioners meeting.[36][37][38][39]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://kobi5.com/news/local-news/protesters-demand-justice-in-downtown-medford-129764/	https://www.kdrv.com/content/news/Medford-Police-summarizes-Monday-protest-one-arrest-and-an-ongoing-investigation-570990951.html	https://www.oregonlive.com/news/2020/06/mayor-of-phoenix-oregon-under-investigation-after-protester-alleges-he-hit-her-with-car.html	https://www.washingtonpost.com/nation/2020/06/19/phoenix-oregon-chris-luz-protests/	https://ktvl.com/news/local/some-residents-call-for-phoenix-city-mayors-resignation-over-incident-at-medford-protest	https://fox26medford.com/criminal-investigation-into-phoenix-mayor/
Oregon,Monmouth,"A group of at least 60 protestors at the intersection of Pacific Ave. and Main St. in downtown Monmouth, rallied and chanted in support of the Black Lives Matter movement.[40]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://twitter.com/Erik_Gundersen/status/1268331092345384960
Oregon,McMinnville,"Hundreds of people gathered along Adams and Second streets in McMinnville on June 2, in a peaceful protest against systemic racism and police brutality, holding signs as a constant stream of car horns blared.[41]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://newsregister.com/article?articleTitle=high-school-students-crowd-second-day-of-george-floyd-protest-in-mcminnville--1591146536--37299--
Oregon,Newberg,"A protest was held in Newberg on Thursday, June 4.[8]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://www.oregonlive.com/news/2020/06/oregonians-rally-statewide-in-support-of-black-lives-matter-movement.html
Oregon,Newport,Hundreds gathered in front of Newport City Hall to protest in support of Black Lives Matter at noon on June 3. The group marched to the Lincoln County Courthouse and back to Newport City Hall.[42],https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://newportnewstimes.com/article/protest-draws-hundreds
Oregon,Ontario,"Hundreds marched in the eastern border city of Ontario, an exurb of Boise, Idaho, on June 4. Mayor Riley Hill expressed a desire to listen to the protesters, and to make Ontario a city that ""unites instead of divides."" He stated that the city's demographics have changed a great deal over four decades. Police chief Steven Romero praised the protesters for their peaceful disposition despite taunts from individuals along the march.[43][44][8]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://www.malheurenterprise.com/posts/7249/with-hundreds-attending-ontarios-black-lives-matter-protest-proceeds-peacefully	https://www.ktvb.com/article/news/local/hundreds-gather-in-ontario-for-black-lives-matter-protest-march/277-fba83af3-437d-49e0-8563-9ea66a33180f	https://www.oregonlive.com/news/2020/06/oregonians-rally-statewide-in-support-of-black-lives-matter-movement.html
Oregon,Pendleton,"Around 150 Black Lives Matters protesters came out on May 31 in front of the Crook County Courthouse, along with a similar number of counterprotestors.[45]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://www.bendbulletin.com/localstate/crimeandjustice/black-lives-matter-protest-draws-150-in-prineville/article_6db2b96c-a460-11ea-a1e6-2f0b287eb7c2.html
Oregon,Portland,"Dozens demonstrated on Saturday June 13, and there were four arrests.[11]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,
Oregon,Prineville,"More than 200 demonstrators marched around the Oregon State Capitol Building on May 30. A police spokesman claimed the reason they used tear gas to break up the protest is because hard objects and ""explosive devices"" were thrown. The mayor issued an indefinite nightly curfew because ""there was no reason to take a chance on a few ""misguided individuals"" destroying public and private property.""[46] Protests continued through the week, with a protest on Saturday June 6 drawing thousands to the streets in downtown.[47]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://www.statesmanjournal.com/story/news/2020/05/31/police-use-tear-gas-disperse-protesters-downtown-salem-curfew-instituted/5298432002/	https://www.salemreporter.com/posts/2508/hours-of-protest-speeches-and-peaceful-march-mark-one-of-salems-largest-demonstrations
Oregon,Salem,Several hundred protesters rallied at the capitol on the afternoon of June 13.[22][11],https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://www.oregonlive.com/portland/2020/06/portland-protests-against-police-violence-continue-saturday-including-marches-rallies-throughout-metro-area.html
Oregon,Seaside,About a dozen people demonstrated in Seaside.[8],https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://www.oregonlive.com/news/2020/06/oregonians-rally-statewide-in-support-of-black-lives-matter-movement.html
Oregon,Springfield,"Dozens of protesters gathered at Springfield City Hall on June 8 as City Council considered, and decided against, cutting its expensive police body camera program.[48]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://www.registerguard.com/news/20200609/springfield-wonrsquot-consider-cutting-police-body-camera-program-as-cost-saving
Oregon,St. Helens,"Hundreds of people marched through town protesting racism on June 3. They held signs that said ""Black Lives Matter"" in a community where very few black people live.[49]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://www.kgw.com/article/news/local/protests/hundreds-join-black-lives-matter-protest-in-saint-helens/283-f5cd7f6b-24ee-4332-97e6-b670dab8d4ff
Oregon,Tualatin,Hundreds of protesters gathered at Tualatin Lake of the Commons before marching downtown on June 2.[50],https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,https://pamplinmedia.com/pt/9-news/469022-379714-george-floyd-protesters-march-in-portland-area-suburbs-
Oklahoma,Ardmore,"On May 31, approximately 150 people peacefully marched from the HFV Wilson Community Center through the streets of downtown Ardmore and back to protest the death of George Floyd, shouting ""I can't breathe"" and ""no justice, no peace.""[1]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oklahoma,https://www.ardmoreite.com/news/20200601/floyd-death-prompts-solidarity-march-in-ardmore
Oklahoma,Bartlesville,"On June 5, hundreds of protesters marched through downtown Bartlesville to protest the death of George Floyd.[2]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oklahoma,https://www.newson6.com/story/5edb031e694c490d7441a33f/hundreds-march-in-bartlesville-to-protest-after-death-of-george-floyd
Oklahoma,Broken Arrow,"On June 6, around 1,000 demonstrators marched from Central Park down Main Street and back to support Black Lives Matter and George Floyd. Before marching from Central Park, they held a moment of silence for eight minutes and forty-six seconds to honor Floyd's memory.[3]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oklahoma,https://www.tulsaworld.com/news/local/broken-arrow-peaceful-protest-against-police-brutality-racism-addresses-issues-from-why-black-lives-matter/article_c2bcfd8c-4187-5d5d-ba5b-d01272b9a98d.html
Oklahoma,Edmond,"On June 6, a crowd of peaceful protesters demonstrated in front of the Edmond Police Department and marched through the streets to protest the death of George Floyd. They also protested the death of teenager Isaiah Lewis, who had been killed by Edmond police officers a year prior.[4]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oklahoma,https://oklahoman.com/gallery/6041397/demonstrators-gather-in-edmond-for-rally
Oklahoma,Enid,"A few dozen protesters peacefully demonstrated on Tuesday, June 2, by marching to the courthouse square at noon, chanting and waving signs for about an hour. Before the protesters dispersed, a city councilman appeared and invited them to attend that evening's city council meeting and speak during the public comment time.[5]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oklahoma,https://www.pnj.com/story/news/2020/05/30/george-floyd-pensacola-caravan-honors-tymar-crawford/5291879002/
Oklahoma,Lawton,One thousand people gathered and then marched around Lawton City Hall on May 31.[6],https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oklahoma,https://www.swoknews.com/news/peace-rally-calls-for-systemic-change-and-community-action-for-a-better-nation/article_4028e763-40b1-5b7c-b77d-c87bc5b50b87.html
Oklahoma,Norman,"Hundreds of protesters gathered in Norman on June 1, 2020 for a peaceful protest.[7]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oklahoma,https://kfor.com/news/ok-protests-continue-monday-as-demonstrations-head-to-norman/
North Dakota,Bismarck,Hundreds gathered to share solidarity for the life of George Floyd at Peace Park on May 30. A witness said she saw the passenger of a pickup truck displaying a Confederate Flag and Trump 2020 regalia point a gun at the protesters.[1],https://en.wikipedia.org/wiki/George_Floyd_protests_in_North_Dakota,https://bismarcktribune.com/news/local/bismarck/bismarck-holds-rally-to-protest-death-of-george-floyd/article_eb7f4262-af80-5b28-bbaa-11bdcb283ce9.html
North Dakota,Dickinson,Hundreds of protesters gathered along Third Avenue on June 2 to protest for justice for George Floyd and equality in the judicial system.[2],https://en.wikipedia.org/wiki/George_Floyd_protests_in_North_Dakota,https://www.kfyrtv.com/content/news/Dickinson-protest-stays-peaceful-with-help-of-biker-gang-570985441.html
North Dakota,Fargo,"Black Lives Matter protesters marched from Island Park past the Police Station and then south on 25th Street, as reported on May 30. The protests began peacefully but became violent after 6:00 PM. Several businesses in downtown Fargo were damaged, including the historic Hotel Donaldson.[3] Nearby Moorhead, Minnesota's African-American Mayor Johnathan Judd pressed the flesh in the crowd of thousands asking people to get more involved in their community.[4]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_North_Dakota,https://www.westfargopioneer.com/news/6514151-Thousands-of-Black-Lives-Matter-demonstrators-march-through-Fargo-streets-demanding-end-to-police-brutality	https://www.westfargopioneer.com/news/government-and-politics/6514461-Mayors-of-Fargo-and-Moorhead-join-crowd-to-defuse-Black-Lives-Matter-demonstration
North Dakota,Grand Forks,"Hundreds of protestors marched though downtown Grand Forks on June 4, in honor of George Floyd.[5]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_North_Dakota,https://www.valleynewslive.com/content/news/Peaceful-protest-in-Grand-Forks--571035701.html
North Dakota,Jamestown,"On June 5, approximately 20 protesters held a rally on First Avenue to protest the death of George Floyd, chanting slogans such as ""Hands up, don't shoot.""[6]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_North_Dakota,https://www.jamestownsun.com/community/events/6524441-Protest-occurs-in-Jamestown
North Dakota,Minot,On May 31 dozens of protestors gathered with signs as show of support for George Floyd and the Black Lives Matter movement.[7],https://en.wikipedia.org/wiki/George_Floyd_protests_in_North_Dakota,https://twitter.com/KRS_RogueShark/status/1267161414663311362
North Dakota,Rugby,"On June 7, almost 50 high school students were escorted by police officers as they peacefully marched through the streets of Rugby to protest the death of George Floyd.[8]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_North_Dakota,https://www.kxnet.com/news/local-news/teenagers-in-rugby-organize-black-lives-matter-march/
North Dakota,Valley City,"On June 7, between 70 and 85 protesters gathered in Valley City Park and marched across the bridge and through the streets in support of Black Lives Matter.[9]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_North_Dakota,https://www.times-online.com/news/black-lives-protest-held-in-valley-city/article_9fc7ceda-a8eb-11ea-9377-cb0df64da870.html
North Carolina,Asheville,"This is a list of George Floyd protests in North Carolina, United States.",https://en.wikipedia.org/wiki/George_Floyd_protests_in_North_Carolina,
North Carolina,Beaufort,A group of nearly 100 people gathered peacefully on the Turner Street bridge on June 2.[6],https://en.wikipedia.org/wiki/George_Floyd_protests_in_North_Carolina,https://www.carolinacoastonline.com/news_times/article_15a4e094-a535-11ea-b42d-6f1553bc06a0.html
North Carolina,Boone,"On June 7, over 1,000 marched from App State campus to the Watauga County Courthouse.[7]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_North_Carolina,https://spectrumlocalnews.com/nc/charlotte/news/2020/06/07/george-floyd-protests-continue-for-second-weekend-in-north-carolina
North Carolina,Burnsville,"A vigil was hosted by the Yancey/Mitchell Branch of the NAACP at the town square on June 2, drawing a crowd of about 350.[8][9]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_North_Carolina,https://www.ourlocalcommunityonline.com/2020/06/02/local-naacp-vigil/	irst=Jody
